1_r1_smiles,1_r2_smiles,1_reaction,2_r1_smiles,2_r2_smiles,2_reaction,3_r1_smiles,3_reaction,4_r1_smiles,4_r2_smiles,4_reaction,compound_set,date,error_message,error_type,hit1,hit2,inchi_key,input_num,num_placed,num_successful,route_uuid,smiles,template,time,to_hippo,total_num_products_enumstereo,total_num_unique_products,hit1_short,hit2_short,placed,datetime,num_steps
NC1CCCCC12CCCCC2,COCC(=O)Cl,Amide_Schotten-Baumann_with_amine,,,,,,,,,cx0692a-cx1444a,2024-09-04,,,CHIKV_MacB-x1444_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0692_C_401_CHIKV_MacB-x0300+A+401+1,NEBUHSIGJIREQH-LBPRGKRZSA-N,291.0,4.0,4.0,rM5tJ8,COCC(=O)N[C@H]1CCCCC12CCCCC2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1015.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/NEBUHSIGJIREQH-LBPRGKRZSA-N/NEBUHSIGJIREQH-LBPRGKRZSA-N_rM5tJ8_to_hippo.pkl.gz,1028.0,3.0,cx1444a,cx0692a,True,2024-09-04 10:15:00,1.0
,,,,,,,,,,,cx0399f-cx0935a,2024-09-04,No routes found for CNC(=O)c1cccc2c(O)c(C(=O)Nc3ccc(O)cc3)[nH]c12.,NoSynthesisRoute,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0399_C_309_CHIKV_MacB-x0300+A+401+1,GRWVSZRVTJQSLK-UHFFFAOYSA-N,273.0,,,,CNC(=O)c1cccc2c(O)c(C(=O)Nc3ccc(O)cc3)[nH]c12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1002.0,,,,cx0935a,cx0399f,False,2024-09-04 10:02:00,0.0
,,,,,,,,,,,cx0864a-cx1268a,2024-09-03,No routes found for OC1(O)COc2ccc(-c3cc[nH]n3)cc21.,NoSynthesisRoute,CHIKV_MacB-x0864_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1268_B_304_CHIKV_MacB-x0300+A+401+1,RWFIETVEIISNIP-UHFFFAOYSA-N,80.0,,,,OC1(O)COc2ccc(-c3cc[nH]n3)cc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1805.0,,,,cx0864a,cx1268a,False,2024-09-03 18:05:00,0.0
O=C(O)c1cccc(F)c1,CC1CNCCN1,Amidation,,,,,,,,,cx0585a-cx0398a,2024-09-04,,,CHIKV_MacB-x0398_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0585_B_308_CHIKV_MacB-x0300+A+401+1,GEKAQEZWMKZGCA-VIFPVBQESA-N,147.0,10000.0,3444.0,5i5vfK,C[C@H]1CN(C(=O)c2cccc(F)c2)CCN1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1029.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/GEKAQEZWMKZGCA-VIFPVBQESA-N/GEKAQEZWMKZGCA-VIFPVBQESA-N_5i5vfK_to_hippo.pkl.gz,29200.0,12500.0,cx0398a,cx0585a,True,2024-09-04 10:29:00,1.0
,,,,,,,,,,,cx1278a-cx1338a,2024-09-04,No routes found for COC(=O)c1c2ccc[nH]c-2nc1N.,NoSynthesisRoute,CHIKV_MacB-x1338_B_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1278_D_401_CHIKV_MacB-x0300+A+401+1,BTCQHASCGQHDQB-UHFFFAOYSA-N,103.0,,,,COC(=O)c1c2ccc[nH]c-2nc1N,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,837.0,,,,cx1338a,cx1278a,False,2024-09-04 08:37:00,0.0
,,,,,,,,,,,cx1076a-cx0406a,2024-09-04,No routes found for OC[C@@H]1CCC[C@H]1Nc1snc2nccc(Br)c12.,NoSynthesisRoute,CHIKV_MacB-x1076_B_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0406_A_401_CHIKV_MacB-x0300+A+401+1,XTDJSPGVMIVFLZ-IONNQARKSA-N,162.0,,,,OC[C@@H]1CCC[C@H]1Nc1snc2nccc(Br)c12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,906.0,,,,cx1076a,cx0406a,False,2024-09-04 09:06:00,0.0
,,,,,,,,,,,cx1182a-cx0314a,2024-09-03,No routes found for N[C@@H](c1nccc(O)n1)[C@H]1CS(=O)(=O)C[C@H]1O.,NoSynthesisRoute,CHIKV_MacB-x0314_B_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1182_A_305_CHIKV_MacB-x0300+A+401+1,USFGAVIWCWJGDE-SHYZEUOFSA-N,17.0,,,,N[C@@H](c1nccc(O)n1)[C@H]1CS(=O)(=O)C[C@H]1O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1734.0,,,,cx0314a,cx1182a,False,2024-09-03 17:34:00,0.0
,,,,,,,,,,,cx0540a-cx1135a,2024-09-04,The reactants do not match the reaction SMARTS in reaction Reductive_amination in mol NC1CCC(=O)N1 and C=O.,SMARTSError,CHIKV_MacB-x0540_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1135_A_304_CHIKV_MacB-x0300+A+401+1,KQMKMHSJGVULPF-LLVKDONJSA-N,135.0,,,,CN(C(=O)COc1cccc(F)c1)[C@@H]1CCC(=O)N1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,853.0,,,,cx0540a,cx1135a,False,2024-09-04 08:53:00,0.0
,,,,,,,,,,,cx0312a-cx0289a,2024-09-04,No atoms found involved in reaction Buchwald-Hartwig_amidation_with_amide-like_nucleophile in mol Nc1ccc(S(N)(=O)=O)cc1 and CN(C)C(=O)Cn1ncc2c(Br)cccc21,SMARTSError,CHIKV_MacB-x0289_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0312_A_304_CHIKV_MacB-x0300+A+401+1,KQRREYLSTIQZCX-UHFFFAOYSA-N,262.0,,,,CN(C)C(=O)Cn1ncc2c(NS(=O)(=O)c3ccc(N)cc3)cccc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,957.0,,,,cx0289a,cx0312a,False,2024-09-04 09:57:00,0.0
,,,,,,,,,,,cx1091a-cx0540a,2024-09-04,No routes found for CC(C)(C(=O)COc1cccc(F)c1)c1ccn(CCO)c(=O)c1.,NoSynthesisRoute,CHIKV_MacB-x0540_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1091_C_308_CHIKV_MacB-x0300+A+401+1,CNCNOCGXDJIOKP-UHFFFAOYSA-N,220.0,,,,CC(C)(C(=O)COc1cccc(F)c1)c1ccn(CCO)c(=O)c1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,936.0,,,,cx0540a,cx1091a,False,2024-09-04 09:36:00,0.0
,,,,,,,,,,,cx0969a-cx1075a,2024-09-04,No routes found for OCc1ccc2c(c1)[C@@H](Br)CO2.,NoSynthesisRoute,CHIKV_MacB-x0969_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1075_A_304_CHIKV_MacB-x0300+A+401+1,UIWGAWISTYKLEL-QMMMGPOBSA-N,141.0,,,,OCc1ccc2c(c1)[C@@H](Br)CO2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,856.0,,,,cx0969a,cx1075a,False,2024-09-04 08:56:00,0.0
,,,,,,,,,,,cx1194a-cx0316a,2024-09-04,No routes found for Cc1cc(C)c2c(n1)C(CCc1nc(Cn3ccccc3=O)no1)=NC2=O.,NoSynthesisRoute,CHIKV_MacB-x1194_A_305_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0316_C_304_CHIKV_MacB-x0300+A+401+1,GSQHXOGHYYYERO-UHFFFAOYSA-N,125.0,,,,Cc1cc(C)c2c(n1)C(CCc1nc(Cn3ccccc3=O)no1)=NC2=O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,848.0,,,,cx1194a,cx0316a,False,2024-09-04 08:48:00,0.0
,,,,,,,,,,,cx1372a-cx0406a,2024-09-03,No routes found for NC(=O)[C@H]1C[C@@H](Cl)[C@]2(CC[C@@H](CO)C2)C[C@H]1N.,NoSynthesisRoute,CHIKV_MacB-x1372_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0406_A_401_CHIKV_MacB-x0300+A+401+1,KXSCDLDOWHFTQS-KNDBQHFLSA-N,24.0,,,,NC(=O)[C@H]1C[C@@H](Cl)[C@]2(CC[C@@H](CO)C2)C[C@H]1N,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1737.0,,,,cx1372a,cx0406a,False,2024-09-03 17:37:00,0.0
OB(O)Cc1cccs1,O=S(=O)(Nc1ccccn1)c1cccc(Cl)c1O,Sp3-sp2_Suzuki_coupling,,,,,,,,,CHIKVMac-DLS-JA008,2024-09-03,,,CHIKV_MacB-x0289_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0892_A_304_CHIKV_MacB-x0300+A+401+1,KRUZICJRZZZCFH-UHFFFAOYSA-N,7.0,2.0,1.0,P59Hgt,O=S(=O)(Nc1ccccn1)c1cccc(Cc2cccs2)c1O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0289a_apo-desolv.pdb,1715.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/KRUZICJRZZZCFH-UHFFFAOYSA-N/KRUZICJRZZZCFH-UHFFFAOYSA-N_P59Hgt_to_hippo.pkl.gz,2.0,2.0,cx0289a,cx0892a,True,2024-09-03 17:15:00,1.0
,,,,,,,,,,,cx1417a-cx0406a,2024-09-04,No routes found for CCO/C(=N\[C@H]1CCC[C@H]1CO)c1c(C)n[nH]c1C.,NoSynthesisRoute,CHIKV_MacB-x0406_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1417_A_304_CHIKV_MacB-x0300+A+401+1,BMYRXEILJCLAHE-FXPBBYGFSA-N,209.0,,,,CCO/C(=N\[C@H]1CCC[C@H]1CO)c1c(C)n[nH]c1C,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,930.0,,,,cx0406a,cx1417a,False,2024-09-04 09:30:00,0.0
,,,,,,,,,,,cx1454a-cx0406a,2024-09-04,No routes found for Cc1nc(N)ccc1O[C@@H]1CCC[C@H]1CO.,NoSynthesisRoute,CHIKV_MacB-x0406_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1454_A_401_CHIKV_MacB-x0300+A+401+1,KGYDYSJSBNBVTO-GXSJLCMTSA-N,217.0,,,,Cc1nc(N)ccc1O[C@@H]1CCC[C@H]1CO,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,934.0,,,,cx0406a,cx1454a,False,2024-09-04 09:34:00,0.0
,,,,,,,,,,,cx0864d-cx0692a,2024-09-04,No routes found for O[C@@H]1Oc2cc(-c3ccn[nH]3)ccc2N1Nc1ccccc1.,NoSynthesisRoute,CHIKV_MacB-x0692_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0864_C_401_CHIKV_MacB-x0300+A+401+1,PPOABDMMRXXBHZ-MRXNPFEDSA-N,299.0,,,,O[C@@H]1Oc2cc(-c3ccn[nH]3)ccc2N1Nc1ccccc1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1015.0,,,,cx0692a,cx0864d,False,2024-09-04 10:15:00,0.0
,,,,,,,,,,,cx0317a-cx0543a,2024-09-03,No routes found for Cc1c(CCO)c(=O)[nH]n1C(=O)c1ccco1.,NoSynthesisRoute,CHIKV_MacB-x0317_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0543_A_304_CHIKV_MacB-x0300+A+401+1,STZRFKHEOQBQRQ-UHFFFAOYSA-N,59.0,,,,Cc1c(CCO)c(=O)[nH]n1C(=O)c1ccco1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1755.0,,,,cx0317a,cx0543a,False,2024-09-03 17:55:00,0.0
,,,,,,,,,,,cx1134a-cx1305a,2024-09-04,No routes found for C[C@@H]1Oc2cc(O)cc(N)c2O1.,NoSynthesisRoute,CHIKV_MacB-x1305_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1134_A_305_CHIKV_MacB-x0300+A+401+1,XXAJPDRXNKHETM-SCSAIBSYSA-N,114.0,,,,C[C@@H]1Oc2cc(O)cc(N)c2O1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,842.0,,,,cx1305a,cx1134a,False,2024-09-04 08:42:00,0.0
COC(=O)c1cn(C)c2ccc(N)cc12,CN,Ester_amidation,,,,,,,,,cx0270a-cx1260a,2024-09-04,,,CHIKV_MacB-x1260_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0270_A_304_CHIKV_MacB-x0300+A+401+1,GXJARPZGKFADOS-UHFFFAOYSA-N,246.0,1361.0,1230.0,sZQ8PU,CNC(=O)c1cn(C)c2ccc(N)cc12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1022.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/GXJARPZGKFADOS-UHFFFAOYSA-N/GXJARPZGKFADOS-UHFFFAOYSA-N_sZQ8PU_to_hippo.pkl.gz,2602.0,2024.0,cx1260a,cx0270a,True,2024-09-04 10:22:00,1.0
Nc1ccc2cccc(C=O)c2n1,Cn1cc(CN)c2ccccc21,Reductive_amination,,,,,,,,,cx0270a-cx1338a,2024-09-04,,,CHIKV_MacB-x1338_B_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0270_A_304_CHIKV_MacB-x0300+A+401+1,KFMQBLWKRFIPBE-UHFFFAOYSA-N,250.0,232.0,77.0,qWeg22,Cn1cc(CNCc2cccc3ccc(N)nc23)c2ccccc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1019.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/KFMQBLWKRFIPBE-UHFFFAOYSA-N/KFMQBLWKRFIPBE-UHFFFAOYSA-N_qWeg22_to_hippo.pkl.gz,1368.0,546.0,cx1338a,cx0270a,True,2024-09-04 10:19:00,1.0
,,,,,,,,,,,cx0316a-cx1454a,2024-09-04,No routes found for C[C@H](c1ccc(N)nc1)c1nc(Cn2ccccc2=O)no1.,NoSynthesisRoute,CHIKV_MacB-x1454_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0316_C_304_CHIKV_MacB-x0300+A+401+1,DEYCAJGWGSVJCX-SNVBAGLBSA-N,233.0,,,,C[C@H](c1ccc(N)nc1)c1nc(Cn2ccccc2=O)no1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,942.0,,,,cx1454a,cx0316a,False,2024-09-04 09:42:00,0.0
,,,,,,,,,,,cx0935a-cx1338c,2024-09-04,Scaffold could not be successfully placed.,ScaffoldPlacementError,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1338_C_309_CHIKV_MacB-x0300+A+401+1,OTAYIHAXQCNBJL-UHFFFAOYSA-N,333.0,,,,Nc1ccc2c(CNc3ccc(O)cc3)cccc2n1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1032.0,,,,cx0935a,cx1338c,False,2024-09-04 10:32:00,0.0
,,,,,,,,,,,cx1431a-cx0892a,2024-09-04,No routes found for Nc1cc2ccccc2c(Cc2cccs2)c1O.,NoSynthesisRoute,CHIKV_MacB-x0892_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1431_B_304_CHIKV_MacB-x0300+A+401+1,USVHVZRVUCRRKV-UHFFFAOYSA-N,243.0,,,,Nc1cc2ccccc2c(Cc2cccs2)c1O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,947.0,,,,cx0892a,cx1431a,False,2024-09-04 09:47:00,0.0
,,,,,,,,,,,cx0300a-cx1131a,2024-09-04,No routes found for O=C1CC[C@@H](NC(=O)c2cscn2)CC1=O.,NoSynthesisRoute,CHIKV_MacB-x0300_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1131_A_401_CHIKV_MacB-x0300+A+401+1,SXIIEZDCYAFGNV-ZCFIWIBFSA-N,194.0,,,,O=C1CC[C@@H](NC(=O)c2cscn2)CC1=O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,922.0,,,,cx0300a,cx1131a,False,2024-09-04 09:22:00,0.0
O=c1cccc[nH]1,ClCc1noc(Br)n1,Nucleophilic_substitution_with_amine,OB(O)c1cnc2[nH]ccc2c1,O=c1ccccn1Cc1noc(Br)n1,Sp2-sp2_Suzuki_coupling,,,,,,CHIKVMac-DLS-DF001,2024-09-03,,,CHIKV_MacB-x1402_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0316_C_304_CHIKV_MacB-x0300+A+401+1,LKSJOAHCUYUSRB-UHFFFAOYSA-N,9.0,2640.0,1707.0,ouPDhh,O=c1ccccn1Cc1noc(-c2cnc3[nH]ccc3c2)n1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx1454a_apo-desolv.pdb,1906.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/LKSJOAHCUYUSRB-UHFFFAOYSA-N/LKSJOAHCUYUSRB-UHFFFAOYSA-N_ouPDhh_to_hippo.pkl.gz,3640.0,3640.0,cx1402a,cx0316a,True,2024-09-03 19:06:00,2.0
,,,,,,,,,,,cx0969a-cx0935a,2024-09-04,No routes found for COCC(=O)N[C@H]1c2cc(CO)ccc2O[C@@H]1O.,NoSynthesisRoute,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0969_A_304_CHIKV_MacB-x0300+A+401+1,ZDWGNBSGUHYTRW-RYUDHWBXSA-N,343.0,,,,COCC(=O)N[C@H]1c2cc(CO)ccc2O[C@@H]1O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1037.0,,,,cx0935a,cx0969a,False,2024-09-04 10:37:00,0.0
Cc1c[nH]c2ncc(C(=O)O)c-2c1,CO,Steglich_esterification,,,,,,,,,cx1278a-cx1406a,2024-09-04,,,CHIKV_MacB-x1278_D_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1406_A_304_CHIKV_MacB-x0300+A+401+1,QZVYQICELPCZOV-UHFFFAOYSA-N,110.0,653.0,0.0,vHRHmF,COC(=O)c1cnc2[nH]cc(C)cc1-2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,842.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/QZVYQICELPCZOV-UHFFFAOYSA-N/QZVYQICELPCZOV-UHFFFAOYSA-N_vHRHmF_to_hippo.pkl.gz,653.0,448.0,cx1278a,cx1406a,True,2024-09-04 08:42:00,1.0
,,,,,,,,,,,cx0300a-cx0620a,2024-09-04,No routes found for O=C(N[C@H]1CNC(=O)c2ccc(Cn3cnc4ccccc43)cc21)c1cscn1.,NoSynthesisRoute,CHIKV_MacB-x0620_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0300_A_401_CHIKV_MacB-x0300+A+401+1,BUYREVNXKWTVBD-KRWDZBQOSA-N,186.0,,,,O=C(N[C@H]1CNC(=O)c2ccc(Cn3cnc4ccccc43)cc21)c1cscn1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,918.0,,,,cx0620a,cx0300a,False,2024-09-04 09:18:00,0.0
,,,,,,,,,,,cx0969f-cx0935a,2024-09-04,No routes found for OCc1cc2c(c(Nc3ccc(O)cc3)c1O)OCC2.,NoSynthesisRoute,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0969_D_501_CHIKV_MacB-x0300+A+401+1,XIZQDAMBIPVMJZ-UHFFFAOYSA-N,350.0,,,,OCc1cc2c(c(Nc3ccc(O)cc3)c1O)OCC2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1041.0,,,,cx0935a,cx0969f,False,2024-09-04 10:41:00,0.0
,,,,,,,,,,,cx1305a-cx0404a,2024-09-03,No routes found for COCc1c(O)cc(N)c2c1OCO2.,NoSynthesisRoute,CHIKV_MacB-x1305_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0404_A_401_CHIKV_MacB-x0300+A+401+1,INMYRFOTVXCURM-UHFFFAOYSA-N,84.0,,,,COCc1c(O)cc(N)c2c1OCO2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1807.0,,,,cx1305a,cx0404a,False,2024-09-03 18:07:00,0.0
,,,,,,,,,,,cx0406a-cx0824a,2024-09-04,No routes found for Cc1nsc(N[C@@H]2C[C@@]3(CNCC[C@H]3CCNC(=O)c3ccccc3F)C[C@H]2CO)n1.,NoSynthesisRoute,CHIKV_MacB-x0824_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0406_A_401_CHIKV_MacB-x0300+A+401+1,FAIKVXHYCBBUTG-MMQADKFZSA-N,201.0,,,,Cc1nsc(N[C@@H]2C[C@@]3(CNCC[C@H]3CCNC(=O)c3ccccc3F)C[C@H]2CO)n1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,926.0,,,,cx0824a,cx0406a,False,2024-09-04 09:26:00,0.0
,,,,,,,,,,,cx1271a-cx0969a,2024-09-03,No routes found for NC1=S(CO)c2ccccc2N1.,NoSynthesisRoute,CHIKV_MacB-x1271_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0969_A_304_CHIKV_MacB-x0300+A+401+1,KIKAFJHGAGCWDJ-UHFFFAOYSA-N,62.0,,,,NC1=S(CO)c2ccccc2N1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1756.0,,,,cx1271a,cx0969a,False,2024-09-03 17:56:00,0.0
,,,,,,,,,,,cx0892a-cx0839a_copy,2024-09-04,The reactants do not match the reaction SMARTS in reaction Nucleophilic_substitution_with_amine in mol Nc1cc2c(Br)cccn2n1 and COS(=O)(=O)C(F)(F)F.,SMARTSError,CHIKV_MacB-x0892_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0839_A_401_CHIKV_MacB-x0300+A+401+1,GJBULHZWSSDKSE-UHFFFAOYSA-N,131.0,,,,CNc1cc2c(NCc3cccs3)cccn2n1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,851.0,,,,cx0892a,cx0839a,False,2024-09-04 08:51:00,0.0
OB(O)c1ccn[nH]1,Nc1c(Cl)ccc2c1OCO2,Sp2-sp2_Suzuki_coupling,,,,,,,,,cx0864d-cx1116c,2024-09-04,,,CHIKV_MacB-x1116_B_402_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0864_C_401_CHIKV_MacB-x0300+A+401+1,NXHHOOOYMWASMZ-UHFFFAOYSA-N,301.0,439.0,0.0,5ynUtL,Nc1c(-c2ccn[nH]2)ccc2c1OCO2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1031.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/NXHHOOOYMWASMZ-UHFFFAOYSA-N/NXHHOOOYMWASMZ-UHFFFAOYSA-N_5ynUtL_to_hippo.pkl.gz,1463.0,1316.0,cx1116c,cx0864d,True,2024-09-04 10:31:00,1.0
,,,,,,,,,,,cx1278a-cx1288a,2024-09-04,No attachment points found for reaction N-Bn_deprotection,ReactionError,CHIKV_MacB-x1278_D_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1288_A_401_CHIKV_MacB-x0300+A+401+1,CULRUGBWHKMLGM-UHFFFAOYSA-N,111.0,,,,COC(=O)c1cnc2[nH]cc(N)cc1-2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,841.0,,,,cx1278a,cx1288a,False,2024-09-04 08:41:00,0.0
,,,,,,,,,,,cx1371a-cx0404a,2024-09-03,No routes found for NC(=O)c1ccc2c(c1)COC2.,NoSynthesisRoute,CHIKV_MacB-x1371_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0404_A_401_CHIKV_MacB-x0300+A+401+1,ZFYCTASOLWEMCR-UHFFFAOYSA-N,42.0,,,,NC(=O)c1ccc2c(c1)COC2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1746.0,,,,cx1371a,cx0404a,False,2024-09-03 17:46:00,0.0
,,,,,,,,,,,cx1203a-cx0721a,2024-09-04,No atoms found involved in reaction Nucleophilic_substitution_with_amine in mol Nc1nc2ccccc2[nH]1 and CN(C)C(=O)CCCl,SMARTSError,CHIKV_MacB-x1203_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0721_B_401_CHIKV_MacB-x0300+A+401+1,NKJAJRVGEJXHQV-UHFFFAOYSA-N,158.0,,,,CN(C)C(=O)CCn1c(N)nc2ccccc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,904.0,,,,cx1203a,cx0721a,False,2024-09-04 09:04:00,0.0
